Geo_GEOID,Origin_Native_Born,Origin_Foreign_Born,Origin_Foreign_Origin_Naturalized_Citizen,Origin_Foreign_Origin_Not_a_Citizen
14000US36081018700,1340,1729,836,893
14000US36081018800,872,577,351,226
14000US36081018900,1472,1664,1022,642
14000US36081019000,1327,1128,721,407
14000US36081019200,1172,797,583,214
14000US36081019400,1787,1105,775,330
14000US36081019600,1386,1664,1038,626
14000US36081019800,1427,1490,799,691
14000US36081019900,537,160,92,68
14000US36081020200,983,779,542,237
14000US36081020400,1063,1287,610,677
14000US36081020500,629,547,271,276
14000US36081020600,745,1110,512,598
14000US36081020800,1627,1509,912,597
14000US36081021200,1126,1308,640,668
14000US36081021400,2837,4147,2264,1883
14000US36081021600,2336,1787,1084,703
14000US36081021900,0,0,0,0
14000US36081022001,3330,2942,1808,1134
14000US36081022002,3465,3663,2313,1350
14000US36081022900,0,0,0,0
14000US36081023000,966,1088,714,374
14000US36081023200,2637,3007,1979,1028
14000US36081023500,2559,5207,1313,3894
14000US36081023600,1077,2066,1123,943
14000US36081023800,1451,3065,1361,1704
14000US36081024000,2721,4105,2079,2026
14000US36081024300,2212,2876,1277,1599
14000US36081024500,2470,1952,911,1041
14000US36081024600,0,0,0,0
14000US36081024700,462,1004,253,751
14000US36081024900,1745,3093,1304,1789
14000US36081025100,2473,3138,1736,1402
14000US36081025301,2069,2317,656,1661
14000US36081025302,1488,1558,492,1066
14000US36081025400,6197,3921,1898,2023
14000US36081025500,679,845,362,483
14000US36081025700,647,853,370,483
14000US36081025800,1326,935,689,246
14000US36081025900,1183,2303,710,1593
14000US36081026000,1783,974,642,332
14000US36081026100,2182,4326,805,3521
14000US36081026200,747,523,399,124
14000US36081026300,2489,3368,1509,1859
14000US36081026400,1425,1076,742,334
14000US36081026500,969,2753,719,2034
14000US36081026600,1110,635,509,126
14000US36081026700,1661,3692,1680,2012
14000US36081026901,1136,3829,1474,2355
14000US36081026902,1201,2402,1099,1303
14000US36081027000,1454,736,400,336
14000US36081027100,2681,5747,2516,3231
14000US36081027200,1136,834,464,370
14000US36081027300,2786,4330,1390,2940
14000US36081027400,1056,662,475,187
14000US36081027500,2234,4586,1875,2711
14000US36081027600,826,516,389,127
14000US36081027700,2795,4952,1779,3173
14000US36081027800,1895,444,283,161
14000US36081027900,2313,3907,1850,2057
14000US36081028000,918,752,545,207
14000US36081028100,2526,2487,1416,1071
14000US36081028200,1222,672,447,225
14000US36081028300,3256,4252,1614,2638
14000US36081028400,2633,1533,1048,485
14000US36081028500,2793,2194,1279,915
14000US36081028700,2749,3544,1645,1899
14000US36081028800,2769,1847,1186,661
14000US36081028900,1999,3159,1389,1770
14000US36081029100,1702,4666,1970,2696
14000US36081029300,396,694,313,381
14000US36081029400,4681,2319,1754,565
14000US36081029500,1749,1853,1002,851
14000US36081029700,1006,1032,546,486
14000US36081029900,0,0,0,0
14000US36081030600,3056,1704,1317,387
14000US36081030902,2925,3665,2018,1647
14000US36081030903,2398,3324,2050,1274
14000US36081030904,1758,1421,969,452
14000US36081031700,3513,2055,1587,468
14000US36081032000,3393,1537,1216,321
14000US36081032700,1410,2292,1323,969
14000US36081032800,1524,1245,689,556
14000US36081032900,1321,1923,1238,685
14000US36081033000,4841,2351,1743,608
14000US36081033100,0,0,0,0
14000US36081033401,2424,1343,959,384
14000US36081033402,9503,3351,2990,361
14000US36081033700,1245,1754,986,768
14000US36081033900,1177,1500,855,645
14000US36081034700,1116,1850,1304,546
14000US36081035100,1543,2194,1504,690
14000US36081035200,1790,990,822,168
14000US36081035300,848,1425,828,597
14000US36081035700,2189,1521,864,657
14000US36081035800,2400,1779,1139,640
14000US36081036100,907,1331,646,685
14000US36081036300,864,907,371,536
14000US36081036500,1262,1730,588,1142
14000US36081036600,1912,819,598,221
14000US36081036700,1240,938,522,416
14000US36081036800,1675,820,648,172
14000US36081037100,672,663,445,218
14000US36081037300,1162,1093,516,577
14000US36081037500,1739,2377,912,1465
14000US36081037600,4036,2085,1585,500
14000US36081037700,1484,2136,595,1541
14000US36081037900,2381,4470,1316,3154
14000US36081038100,2697,4519,1427,3092
14000US36081038301,0,0,0,0
14000US36081038302,0,0,0,0
14000US36081038400,1294,1117,707,410
14000US36081039400,1789,1197,744,453
14000US36081039800,1068,607,523,84
14000US36081039900,1661,2201,612,1589
14000US36081040000,952,577,434,143
14000US36081040100,2792,4894,1374,3520
14000US36081040200,1148,492,352,140
14000US36081040300,2657,4667,1420,3247
14000US36081040400,2697,1441,1158,283
14000US36081040500,1199,2178,552,1626
14000US36081040700,3445,5664,1447,4217
14000US36081040900,1979,3581,907,2674
14000US36081041100,1287,2488,784,1704
14000US36081041300,1765,2931,692,2239
14000US36081041400,3249,1302,661,641
14000US36081041500,1643,2715,1113,1602
14000US36081042400,1726,688,524,164
14000US36081042600,404,73,61,12
14000US36081042700,1891,3064,790,2274
14000US36081043200,967,277,216,61
14000US36081043400,1040,755,482,273
14000US36081043701,1311,1375,645,730
14000US36081043702,2940,4185,2112,2073
14000US36081043900,1150,2460,766,1694
14000US36081044000,2531,1449,845,604
14000US36081044301,1653,2066,1009,1057
14000US36081044302,1606,2470,1437,1033
14000US36081044400,1177,2352,1058,1294
14000US36081044601,1426,1935,1192,743
14000US36081044602,2165,2796,1704,1092
14000US36081044800,1128,1681,797,884
14000US36081045000,973,1194,827,367
14000US36081045200,644,691,410,281
14000US36081045400,1910,2869,2162,707
14000US36081045500,7314,6970,3979,2991
14000US36081045600,574,872,638,234
14000US36081045700,1128,2153,1282,871
14000US36081045800,956,1392,887,505
14000US36081045900,1371,2348,1099,1249
14000US36081046000,2153,3896,1987,1909
14000US36081046100,815,1649,625,1024
14000US36081046200,2581,4326,2376,1950
14000US36081046300,1165,2671,1154,1517
14000US36081046400,1010,989,472,517
14000US36081046500,1459,2713,1150,1563
14000US36081046600,1663,2219,1411,808
14000US36081046700,2115,3780,2004,1776
14000US36081046800,970,2370,1534,836
14000US36081046900,2630,5577,3014,2563
14000US36081047000,1011,2186,1556,630
14000US36081047100,1342,2978,1519,1459
14000US36081047200,1665,1999,1521,478
14000US36081047300,1384,2944,1555,1389
14000US36081047500,1443,2858,1381,1477
14000US36081047600,716,703,598,105
14000US36081047800,2240,2685,1774,911
14000US36081047900,1706,3409,1809,1600
14000US36081048000,655,1638,1303,335
14000US36081048100,2123,4311,2412,1899
14000US36081048200,627,800,644,156
14000US36081048300,1417,2471,1223,1248
14000US36081048400,1996,3144,2289,855
14000US36081048500,1213,3153,1675,1478
14000US36081048900,670,940,266,674
14000US36081049200,2639,2805,1825,980
14000US36081049301,1112,1097,656,441
14000US36081049302,1858,1210,563,647
14000US36081049500,1050,465,277,188
14000US36081049600,1410,1736,1386,350
14000US36081049700,1733,1398,685,713
14000US36081049900,2195,3065,1857,1208
14000US36081050000,2341,1938,1064,874
14000US36081050201,888,496,278,218
14000US36081050202,898,523,350,173
14000US36081050400,976,842,506,336
14000US36081050500,845,684,388,296
14000US36081050600,840,581,469,112
14000US36081050700,2197,1905,1235,670
14000US36081050800,1280,728,377,351
14000US36081051000,1290,526,423,103
14000US36081051100,1285,1005,681,324
14000US36081051200,1381,1131,780,351
14000US36081051300,1408,1031,508,523
14000US36081051500,2151,1295,720,575
14000US36081051600,1189,994,619,375
14000US36081051700,1211,796,526,270
14000US36081051800,1354,827,664,163
14000US36081052000,619,791,563,228
14000US36081052100,1521,732,447,285
14000US36081052200,1215,545,452,93
14000US36081052400,1307,681,497,184
14000US36081052500,1529,1014,621,393
14000US36081052600,1125,808,551,257
14000US36081052800,883,551,375,176
14000US36081053000,1468,1005,642,363
14000US36081053100,1996,1421,783,638
14000US36081053200,1277,719,420,299
14000US36081053401,1149,976,699,277
14000US36081053500,976,456,119,337
14000US36081053601,1219,880,564,316
14000US36081053800,988,793,491,302
14000US36081053900,2492,1941,1194,747
14000US36081054000,2144,2146,1232,914
14000US36081054200,2341,2396,1902,494
14000US36081054500,2243,1796,560,1236
14000US36081054700,2868,2180,994,1186
14000US36081054800,836,1518,1207,311
14000US36081054900,3036,3401,1065,2336
14000US36081055100,2744,1500,628,872
14000US36081055200,1290,1665,959,706
14000US36081055300,1730,1056,492,564
14000US36081055400,1263,1267,842,425
14000US36081055500,1360,975,419,556
14000US36081055600,1150,1132,853,279
14000US36081055700,2875,1400,750,650
14000US36081055800,801,901,728,173
14000US36081055900,738,446,203,243
14000US36081056000,937,872,627,245
14000US36081056100,5,12,4,8
14000US36081056200,881,750,616,134
14000US36081056400,530,648,446,202
14000US36081056500,967,602,354,248
14000US36081056600,603,713,525,188
14000US36081056700,3093,2082,1168,914
14000US36081056800,2603,2436,2022,414
14000US36081057700,2509,1660,1079,581
14000US36081057900,1050,593,227,366
14000US36081058000,2773,1367,855,512
14000US36081058100,1901,1147,713,434
14000US36081058200,2677,2161,1801,360
14000US36081058300,2320,1416,966,450
14000US36081058500,2575,1889,1064,825
14000US36081058700,1528,2022,1105,917
14000US36081058900,2865,2431,1032,1399
14000US36081059000,921,545,420,125
14000US36081059100,3641,2095,978,1117
14000US36081059200,981,535,364,171
14000US36081059300,2173,2044,1173,871
14000US36081059400,1003,765,606,159
14000US36081059500,3175,2358,1248,1110
14000US36081059600,679,593,429,164
14000US36081059800,901,897,505,392
14000US36081059900,790,465,339,126
14000US36081060000,724,378,301,77
14000US36081060100,1277,1047,704,343
14000US36081060300,1294,801,489,312
14000US36081060600,678,673,528,145
14000US36081060701,14,0,0,0
14000US36081060800,944,620,468,152
14000US36081061000,1147,404,347,57
14000US36081061200,1437,585,489,96
14000US36081061301,3393,2349,1505,844
14000US36081061302,0,0,0,0
14000US36081061400,801,613,474,139
14000US36081061601,1457,688,583,105
14000US36081061602,608,510,425,85
14000US36081061800,1276,520,422,98
14000US36081061900,1638,1045,615,430
14000US36081062000,868,563,488,75
14000US36081062100,1826,1070,658,412
14000US36081062200,1413,670,563,107
14000US36081062300,1542,704,517,187
14000US36081062400,0,0,0,0
14000US36081062500,1780,912,536,376
14000US36081062600,1733,1072,747,325
14000US36081062700,1837,1107,535,572
14000US36081062900,1987,1047,623,424
14000US36081063000,1062,441,328,113
14000US36081063200,1685,916,687,229
14000US36081063301,1324,380,205,175
14000US36081063302,1275,200,146,54
14000US36081063500,1944,607,458,149
14000US36081063700,2754,678,395,283
14000US36081063800,2054,1462,1154,308
14000US36081063900,2026,1017,629,388
14000US36081064101,1353,1035,831,204
14000US36081064102,0,0,0,0
14000US36081064500,1377,550,383,167
14000US36081064600,1752,1224,933,291
14000US36081065000,1663,1079,805,274
14000US36081065400,2339,1443,1168,275
14000US36081065501,0,0,0,0
14000US36081065600,2824,2142,1566,576
14000US36081065702,1164,638,349,289
14000US36081065703,2027,719,474,245
14000US36081065900,1362,522,418,104
14000US36081066000,1956,1362,1110,252
14000US36081066100,1232,415,300,115
14000US36081066300,1853,918,778,140
14000US36081066400,5675,4305,3248,1057
14000US36081066501,2967,1182,957,225
14000US36081066701,2019,781,540,241
14000US36081066900,1278,364,186,178
14000US36081067100,1603,852,661,191
14000US36081067700,1338,545,357,188
14000US36081067900,2089,2255,1212,1043
14000US36081068000,3419,1880,1555,325
14000US36081068200,512,482,316,166
14000US36081068300,1254,2716,1888,828
14000US36081068700,1506,2682,1767,915
14000US36081069000,2175,1577,997,580
14000US36081069300,1438,1713,1007,706
14000US36081069400,1808,1647,955,692
14000US36081069500,1051,1160,857,303
14000US36081069701,1993,2329,1340,989
14000US36081069702,1547,1971,1534,437
14000US36081070300,1191,912,667,245
14000US36081070700,1477,1070,818,252
14000US36081070900,1502,1367,948,419
14000US36081071100,3953,2495,1871,624
14000US36081071303,3142,2289,1581,708
14000US36081071304,2397,3657,2927,730
14000US36081071305,2525,2337,1045,1292
14000US36081071306,3155,3206,2047,1159
14000US36081071600,0,0,0,0
14000US36081071701,1813,2992,1714,1278
14000US36081071702,1343,2572,1653,919
14000US36081071900,855,1583,1182,401
14000US36081072100,1829,2750,1935,815
14000US36081072300,1244,806,658,148
14000US36081072900,667,770,544,226
14000US36081073100,958,549,340,209
14000US36081073700,1391,539,305,234
14000US36081073900,3350,2075,1420,655
14000US36081074100,1752,1308,984,324
14000US36081074300,1798,2284,1649,635
14000US36081074500,1613,2401,1250,1151
14000US36081074700,1510,2195,1375,820
14000US36081074900,1109,320,196,124
14000US36081075701,2688,2334,1589,745
14000US36081075702,2960,1938,1208,730
14000US36081076901,2707,1700,1155,545
14000US36081076902,614,572,424,148
14000US36081077300,1123,970,678,292
14000US36081077500,1091,1143,900,243
14000US36081077902,3567,1262,970,292
14000US36081077903,1723,1443,1195,248
14000US36081077904,3282,2499,1846,653
14000US36081077905,1540,1086,854,232
14000US36081077906,1709,1679,967,712
14000US36081077907,2571,929,544,385
14000US36081077908,2262,1498,768,730
14000US36081078800,1112,753,421,332
14000US36081079000,1404,1229,675,554
14000US36081079200,1343,1071,680,391
14000US36081079300,0,0,0,0
14000US36081079701,1964,4712,2658,2054
14000US36081079702,1352,3150,1444,1706
14000US36081079900,984,2117,922,1195
14000US36081080301,1398,2461,1226,1235
14000US36081080302,1404,2072,1241,831
14000US36081080900,4499,2741,1636,1105
14000US36081081400,2530,1587,1078,509
14000US36081081800,2190,1719,1116,603
14000US36081083700,1661,3622,1830,1792
14000US36081083800,2568,2692,1952,740
14000US36081084000,2725,3302,2305,997
14000US36081084500,1535,3328,1592,1736
14000US36081084601,1685,1583,1272,311
14000US36081084602,540,385,261,124
14000US36081084900,1646,5263,1616,3647
14000US36081085300,1409,4154,2131,2023
14000US36081085500,2156,4616,1907,2709
14000US36081085700,1402,3769,1552,2217
14000US36081085900,1522,3970,2019,1951
14000US36081086100,464,1568,869,699
14000US36081086300,1827,4786,2233,2553
14000US36081086400,1380,1347,722,625
14000US36081086500,920,3391,1053,2338
14000US36081086900,271,1500,341,1159
14000US36081087100,1005,1638,653,985
14000US36081088400,7151,1194,906,288
14000US36081088901,4185,5441,2826,2615
14000US36081089200,6579,1337,1155,182
14000US36081090700,882,552,333,219
14000US36081091601,3546,128,127,1
14000US36081091602,0,0,0,0
14000US36081091800,11,0,0,0
14000US36081091900,2247,3062,1402,1660
14000US36081092200,1773,247,239,8
14000US36081092500,1665,1805,767,1038
14000US36081092800,3239,355,287,68
14000US36081092900,3772,3264,1405,1859
14000US36081093401,3444,290,197,93
14000US36081093402,3647,756,411,345
14000US36081093800,4122,901,589,312
14000US36081093900,3205,2094,1306,788
14000US36081094201,2110,1126,590,536
14000US36081094202,3667,1139,669,470
14000US36081094203,4122,2480,1918,562
14000US36081094500,2292,1362,943,419
14000US36081094700,1163,1039,700,339
14000US36081095400,3940,2105,1498,607
14000US36081096400,4149,2424,1589,835
14000US36081097202,2713,347,229,118
14000US36081097203,5466,1890,1288,602
14000US36081097204,2537,1347,840,507
14000US36081097300,1218,545,497,48
14000US36081098100,1400,836,669,167
14000US36081098700,1918,516,432,84
14000US36081099100,5080,2124,1674,450
14000US36081099200,2896,1443,911,532
14000US36081099701,2048,874,652,222
14000US36081099703,2459,1287,1017,270
14000US36081099704,4925,1922,1498,424
14000US36081099705,1364,1106,815,291
14000US36081099801,5237,3355,2169,1186
14000US36081099802,4683,1739,1171,568
14000US36081099900,0,0,0,0
14000US36081100801,1857,668,495,173
14000US36081100802,5550,3426,2308,1118
14000US36081101001,8988,3265,1887,1378
14000US36081101002,3814,545,493,52
14000US36081101700,4193,1812,1098,714
14000US36081102900,2364,1234,918,316
14000US36081103201,4281,2228,1256,972
14000US36081103202,5861,2260,740,1520
14000US36081103300,2705,1872,1244,628
14000US36081103900,3448,2835,1752,1083
14000US36081104700,2888,3867,2276,1591
14000US36081105900,2327,1580,1268,312
14000US36081107201,2133,187,133,54
14000US36081107202,0,0,0,0
14000US36081108500,1416,921,582,339
14000US36081109300,1600,1337,1072,265
14000US36081109700,1047,551,452,99
14000US36081109900,1554,1504,904,600
14000US36081111300,1713,813,647,166
14000US36081112300,1345,713,390,323
14000US36081112900,1372,713,563,150
14000US36081113300,1125,478,332,146
14000US36081113900,1740,1616,901,715
14000US36081114100,1387,975,709,266
14000US36081114700,1060,666,564,102
14000US36081115100,550,365,333,32
14000US36081115500,942,1208,571,637
14000US36081115700,1033,2174,1279,895
14000US36081115900,1293,2963,1686,1277
14000US36081116100,965,3336,1572,1764
14000US36081116300,2338,7008,2633,4375
14000US36081116700,473,1203,571,632
14000US36081117100,832,1527,769,758
14000US36081117500,2336,2494,1537,957
14000US36081118100,752,778,422,356
14000US36081118500,629,1349,573,776
14000US36081118700,910,1574,816,758
14000US36081118900,565,1485,778,707
14000US36081119100,994,1991,1034,957
14000US36081119300,874,1104,641,463
14000US36081119500,893,560,291,269
14000US36081119900,631,886,413,473
14000US36081120100,521,1038,469,569
14000US36081120300,429,1144,499,645
14000US36081120500,647,1921,835,1086
14000US36081120700,1577,1520,865,655
14000US36081121100,0,0,0,0
14000US36081121500,1959,2488,1437,1051
14000US36081122300,1637,1801,1172,629
14000US36081122701,7599,3757,2441,1316
14000US36081122702,5064,2455,1369,1086
14000US36081124100,1717,1949,1388,561
14000US36081124700,1730,1778,1143,635
14000US36081125700,1730,1518,897,621
14000US36081126500,922,821,679,142
14000US36081126700,3303,1413,1106,307
14000US36081127700,1933,1682,1351,331
14000US36081128300,0,0,0,0
14000US36081129102,2294,1618,1376,242
14000US36081129103,2804,1083,895,188
14000US36081129104,3099,1356,1027,329
14000US36081130100,2598,1606,1471,135
14000US36081133300,2101,1795,1400,395
14000US36081133900,776,526,486,40
14000US36081134100,1589,1769,1283,486
14000US36081134700,5259,5685,3185,2500
14000US36081136700,3005,2841,1736,1105
14000US36081137700,3575,3548,2595,953
14000US36081138501,2265,2352,1589,763
14000US36081138502,31,8,8,0
14000US36081139900,866,800,627,173
14000US36081140300,1023,1321,1005,316
14000US36081140901,530,460,338,122
14000US36081140902,1230,1557,930,627
14000US36081141700,2426,2445,1990,455
14000US36081142900,1885,1875,1246,629
14000US36081143500,1332,1120,666,454
14000US36081144100,1626,1036,790,246
14000US36081144700,1564,1545,857,688
14000US36081145101,585,542,404,138
14000US36081145102,1116,1348,795,553
14000US36081145900,1316,1493,847,646
14000US36081146300,1738,1241,893,348
14000US36081146700,1568,1051,563,488
14000US36081147100,1781,1450,961,489
14000US36081147900,3023,1503,1020,483
14000US36081148300,2079,821,682,139
14000US36081150701,2064,972,818,154
14000US36081150702,1688,1379,1024,355
14000US36081152901,3888,3028,2464,564
14000US36081152902,3013,1942,1378,564
14000US36081155101,1565,194,194,0
14000US36081155102,6240,2689,1854,835
14000US36081156700,1018,596,283,313
14000US36081157101,4216,4190,2831,1359
14000US36081157102,1059,1235,861,374
14000US36081157901,2629,2444,1967,477
14000US36081157902,2086,2043,1702,341
14000US36081157903,2488,2253,1752,501
14000US36081161700,3214,1548,871,677
14000US36081162100,3383,2980,1970,1010
14000US36081990100,0,0,0,0
